Date,wf,mf,sf,IHT,IH,wfy,sqhdd1,dhdd1,dhdd13,hdd1t,Troloff,mx2,mn4,dcy,c7,cy,c
6/9/2013,1,0.178846045,0.168926931,0,0,0.942252607,0,0,0,0,18.11074,52.34944,74.66058943,0,711.4646,705.6275,713.1665
6/10/2013,0.965849858,0.178846045,0.168926931,0,0,1,0,0,0,0,16.999629,30.625,82.54272651,0,705.5315,713.1665,695.1925
6/11/2013,0.970642056,0.178846045,0.168926931,0,0,0.965849858,0,0,0,0,18.221851,46.225,119.6883216,0,703.8197,695.1925,697.0148
6/12/2013,0.950674824,0.178846045,0.168926931,0,0,0.970642056,0,0,0,0,18.629259,64.41444,124.9198336,0,708.5147,697.0148,711.7799
6/13/2013,0.961823283,0.178846045,0.168926931,0,0,0.950674824,0,0,0,0,18.851481,75.625,199.3416222,0,708.0138,711.7799,682.4563
6/14/2013,0.945372575,0.178846045,0.168926931,0,0,0.961823283,0,0,0,0,18.925555,84.97225,209.7273616,0,712.7728,682.4563,669.7035
6/15/2013,0.942252607,0.178846045,0.168926931,0,0,0.945372575,0,0,0,0,18.925555,91.62729,212.8811012,0,705.6275,669.7035,660.821
6/16/2013,1,0.178846045,0.168926931,0,0,0.942252607,0,0,0,0,18.925555,90.601,232.133649,0,713.1665,660.821,660.3162
6/17/2013,0.965849858,0.178846045,0.168926931,0,0,1,0,0,0,0,18.925555,82.08225,238.5443281,0,695.1925,660.3162,655.277
6/18/2013,0.970642056,0.178846045,0.168926931,0,0,0.965849858,0,0,0,0,18.74037,65.536,185.3840664,0,697.0148,655.277,649.6549
6/19/2013,0.950674824,0.178846045,0.168926931,0,0,0.970642056,0,0,0,0,18.592222,51.66529,188.983652,0,711.7799,649.6549,679.1557
6/20/2013,0.961823283,0.178846045,0.168926931,0,0,0.950674824,0,0,0,0,18.332962,50.71504,116.6293533,0,682.4563,679.1557,678.6622
6/21/2013,0.945372575,0.178846045,0.168926931,0,0,0.961823283,0,0,0,0,18.332962,53.824,99.26437891,0,669.7035,678.6622,680.4389
6/22/2013,0.942252607,0.178846045,0.168926931,0,0,0.945372575,0,0,0,0,18.629259,60.12304,150.6138481,0,660.821,680.4389,662.3484
6/23/2013,1,0.178846045,0.168926931,0,0,0.942252607,0,0,0,0,18.814444,71.66329,182.8951284,0,660.3162,662.3484,660.4392
6/24/2013,0.965849858,0.178846045,0.168926931,0,0,1,0,0,0,0,18.888518,76.89529,214.4712426,0,655.277,660.4392,650.5583
6/25/2013,0.970642056,0.178846045,0.168926931,0,0,0.965849858,0,0,0,0,18.74037,63.504,194.481,0,649.6549,650.5583,659.381
6/26/2013,0.950674824,0.178846045,0.168926931,0,0,0.970642056,0,0,0,0,18.962592,85.264,299.8219536,0,679.1557,659.381,654.6209
6/27/2013,0.961823283,0.178846045,0.168926931,0,0,0.950674824,0,0,0,0,18.703333,62.15049,175.9218604,0,678.6622,654.6209,660.6208
6/28/2013,0.945372575,0.178846045,0.168926931,0,0,0.961823283,0,0,0,0,18.925555,86.436,230.0257521,0,680.4389,660.6208,645.2305
6/29/2013,0.942252607,0.178846045,0.168926931,0,0,0.945372575,0,0,0,0,18.962592,93.45249,286.221683,0,662.3484,645.2305,612.7236
6/30/2013,1,0.178846045,0.168926931,0,0,0.942252607,0,0,0,0,18.999629,97.344,287.212926,0,660.4392,612.7236,624.1866
7/1/2013,0.965849858,0.155651168,0.168926931,0,0,1,0,0,0,0,18.999629,100.04569,327.9221815,0,650.5583,624.1866,616.1259
7/2/2013,0.970642056,0.155651168,0.168926931,0,0,0.965849858,0,0,0,0,18.777407,65.68969,200.097419,0,659.381,616.1259,633.3914
7/3/2013,0.950674824,0.155651168,0.168926931,0,0,0.970642056,0,0,0,0,18.74037,65.68969,182.8951284,0,654.6209,633.3914,655.1139
7/4/2013,0.961823283,0.155651168,0.168926931,0,0,0.950674824,0,0,0,0,18.74037,71.289,140.1922085,0,660.6208,655.1139,641.3388
7/5/2013,0.945372575,0.155651168,0.168926931,0,0,0.961823283,0,0,0,0,18.888518,76.729,242.8912656,0,645.2305,641.3388,627.0121
7/6/2013,0.942252607,0.155651168,0.168926931,0,0,0.945372575,0,0,0,0,18.925555,84.97225,222.9661348,0,612.7236,627.0121,614.7681
7/7/2013,1,0.155651168,0.168926931,0,0,0.942252607,0,0,0,0,18.962592,84.97225,283.2633442,0,624.1866,614.7681,631.4435
7/8/2013,0.965849858,0.155651168,0.168926931,0,0,1,0,0,0,0,18.999629,91.204,334.549452,0,616.1259,631.4435,628.4263
7/9/2013,0.970642056,0.155651168,0.168926931,0,0,0.965849858,0,0,0,0,18.925555,75.35025,326.2808641,0,633.3914,628.4263,632.8462
7/10/2013,0.950674824,0.155651168,0.168926931,0,0,0.970642056,0,0,0,0,18.925555,83.75236,272.1349982,0,655.1139,632.8462,609.8766
7/11/2013,0.961823283,0.155651168,0.168926931,0,0,0.950674824,0,0,0,0,18.629259,52.21225,217.6782336,0,641.3388,609.8766,618.888
7/12/2013,0.945372575,0.155651168,0.168926931,0,0,0.961823283,0,0,0,0,18.851481,70.33104,221.7373921,0,627.0121,618.888,616.7931
7/13/2013,0.942252607,0.155651168,0.168926931,0,0,0.945372575,0,0,0,0,18.962592,84.1,292.2078164,0,614.7681,616.7931,608.2595
7/14/2013,1,0.155651168,0.168926931,0,0,0.942252607,0,0,0,0,18.962592,86.73025,287.212926,0,631.4435,608.2595,600.5996
7/15/2013,0.965849858,0.155651168,0.168926931,0,0,1,0,0,0,0,18.999629,94.249,335.6636874,0,628.4263,600.5996,605.4792
7/16/2013,0.970642056,0.155651168,0.168926931,0,0,0.965849858,0,0,0,0,18.962592,91.50625,318.1665039,0,632.8462,605.4792,602.731
7/17/2013,0.950674824,0.155651168,0.168926931,0,0,0.970642056,0,0,0,0,18.962592,86.436,307.583933,0,609.8766,602.731,598.7921
7/18/2013,0.961823283,0.155651168,0.168926931,0,0,0.950674824,0,0,0,0,18.851481,79.524,171.497445,0,618.888,598.7921,594.5441
7/19/2013,0.945372575,0.155651168,0.168926931,0,0,0.961823283,0,0,0,0,18.629259,56.169,175.9218604,0,616.7931,594.5441,609.5641
7/20/2013,0.942252607,0.155651168,0.168926931,0,0,0.945372575,0,0,0,0,18.925555,80.656,263.1920855,0,608.2595,609.5641,592.9212
7/21/2013,1,0.155651168,0.168926931,0,0,0.942252607,0,0,0,0,18.888518,75.35025,233.4053209,0,600.5996,592.9212,594.355
7/22/2013,0.965849858,0.155651168,0.168926931,0,0,1,0,0,0,0,18.74037,69.169,159.3609594,0,605.4792,594.355,593.6045
7/23/2013,0.970642056,0.155651168,0.168926931,0,0,0.965849858,0,0,0,0,18.444074,51.076,138.7488001,0,602.731,593.6045,609.0194
7/24/2013,0.950674824,0.155651168,0.168926931,0,0,0.970642056,0,0,0,0,18.666296,57.121,187.1773696,0,598.7921,609.0194,626.4327
7/25/2013,0.961823283,0.155651168,0.168926931,0,0,0.950674824,0,0,0,0,18.481111,47.00224,182.8951284,0,594.5441,626.4327,632.3029
7/26/2013,0.945372575,0.155651168,0.168926931,0,0,0.961823283,0,0,0,0,18.666296,66.30625,130.321,0,609.5641,632.3029,618.2063
7/27/2013,0.942252607,0.155651168,0.168926931,0,0,0.945372575,0,0,0,0,17.37,46.78569,39.19010163,0,592.9212,618.2063,592.1258
7/28/2013,1,0.155651168,0.168926931,0,0,0.942252607,0,0,0,0,18.258888,42.64225,152.7659894,0,594.355,592.1258,613.631
7/29/2013,0.965849858,0.155651168,0.168926931,0,0,1,0,0,0,0,18.444074,56.169,114.6228736,0,593.6045,613.631,637.067
7/30/2013,0.970642056,0.155651168,0.168926931,0,0,0.965849858,0,0,0,0,18.444074,58.081,98.81774574,0,609.0194,637.067,635.3386
7/31/2013,0.950674824,0.155651168,0.168926931,0,0,0.970642056,0,0,0,0,18.666296,67.86025,122.2830961,0,626.4327,635.3386,633.0842
8/1/2013,0.961823283,0.140894395,0.168926931,0,0,0.950674824,0,0,0,0,18.851481,78.12025,183.6036801,0,632.3029,633.0842,639.917
8/2/2013,0.945372575,0.140894395,0.168926931,0,0,0.961823283,0,0,0,0,18.777407,64.516,215.669682,0,618.2063,639.917,620.7641
8/3/2013,0.942252607,0.140894395,0.168926931,0,0,0.945372575,0,0,0,0,18.814444,67.23649,218.8900789,0,592.1258,620.7641,580.9755
8/4/2013,1,0.140894395,0.168926931,0,0,0.942252607,0,0,0,0,18.629259,59.536,149.090585,0,613.631,580.9755,596.2247
8/5/2013,0.965849858,0.140894395,0.168926931,0,0,1,0,0,0,0,18.518148,51.21169,165.8382276,0,637.067,596.2247,611.9492
8/6/2013,0.970642056,0.140894395,0.168926931,0,0,0.965849858,0,0,0,0,18.703333,68.121,141.6468496,0,635.3386,611.9492,617.6649
8/7/2013,0.950674824,0.140894395,0.168926931,0,0,0.970642056,0,0,0,0,18.777407,75.90025,140.1922085,0,633.0842,617.6649,612.6191
8/8/2013,0.961823283,0.140894395,0.168926931,0,0,0.950674824,0,0,0,0,18.777407,65.12704,200.097419,0,639.917,612.6191,607.4243
8/9/2013,0.945372575,0.140894395,0.168926931,0,0,0.961823283,0,0,0,0,18.74037,71.66329,137.3165664,0,620.7641,607.4243,596.3246
8/10/2013,0.942252607,0.140894395,0.168926931,0,0,0.945372575,0,0,0,0,18.444074,55.225,119.6883216,0,580.9755,596.3246,581.3742
8/11/2013,1,0.140894395,0.168926931,0,0,0.942252607,0,0,0,0,18.74037,70.59649,149.090585,0,596.2247,581.3742,586.3535
8/12/2013,0.965849858,0.140894395,0.168926931,0,0,1,0,0,0,0,18.888518,77.841,239.8422312,0,611.9492,586.3535,594.1945
8/13/2013,0.970642056,0.140894395,0.168926931,0,0,0.965849858,0,0,0,0,18.74037,63.001,185.3840664,0,617.6649,594.1945,594.4563
8/14/2013,0.950674824,0.140894395,0.168926931,0,0,0.970642056,0,0,0,0,18.814444,72.52249,180.0814096,0,612.6191,594.4563,593.9243
8/15/2013,0.961823283,0.140894395,0.168926931,0,0,0.950674824,0,0,0,0,18.888518,85.14724,183.6036801,0,607.4243,593.9243,592.9972
8/16/2013,0.945372575,0.140894395,0.168926931,0,0,0.961823283,0,0,0,0,18.925555,86.14225,234.256,0,596.3246,592.9972,586.6448
8/17/2013,0.942252607,0.140894395,0.168926931,0,0,0.945372575,0,0,0,0,18.888518,81.96769,205.8346161,0,581.3742,586.6448,549.4939
8/18/2013,1,0.140894395,0.168926931,0,0,0.942252607,0,0,0,0,18.814444,77.00625,169.8181681,0,586.3535,549.4939,568.3015
8/19/2013,0.965849858,0.140894395,0.168926931,0,0,1,0,0,0,0,18.666296,57.02544,186.0998342,0,594.1945,568.3015,581.2233
8/20/2013,0.970642056,0.140894395,0.168926931,0,0,0.965849858,0,0,0,0,18.851481,73.441,207.7741515,0,594.4563,581.2233,572.5495
8/21/2013,0.950674824,0.140894395,0.168926931,0,0,0.970642056,0,0,0,0,18.37,53.361,109.7199376,0,593.9243,572.5495,601.0947
8/22/2013,0.961823283,0.140894395,0.168926931,0,0,0.950674824,0,0,0,0,18.74037,67.34025,166.4966416,0,592.9972,601.0947,612.6654
8/23/2013,0.945372575,0.140894395,0.168926931,0,0,0.961823283,0,0,0,0,18.777407,73.71225,160,0,586.6448,612.6654,605.1074
8/24/2013,0.942252607,0.140894395,0.168926931,0,0,0.945372575,0,0,0,0,18.777407,73.00804,164.200736,0,549.4939,605.1074,569.7372
8/25/2013,1,0.140894395,0.168926931,0,0,0.942252607,0,0,0,0,18.777407,64.66849,200.097419,0,568.3015,569.7372,597.8052
8/26/2013,0.965849858,0.140894395,0.168926931,0,0,1,0,0,0,0,18.888518,80.82649,221.7373921,0,581.2233,597.8052,596.7961
8/27/2013,0.970642056,0.140894395,0.168926931,1,0,0.965849858,0,0,0,0,18.851481,77.39524,201.9963136,0,572.5495,596.7961,582.5779
8/28/2013,0.950674824,0.140894395,0.168926931,0,-9.340439121,0.970642056,0,0,0,0,18.629259,53.13025,192.6354045,0,601.0947,582.5779,545.5566
8/29/2013,0.961823283,0.140894395,0.168926931,0,0,0.950674824,0,0,0,0,18.851481,73.60369,201.9963136,0,612.6654,545.5566,576.4699
8/30/2013,0.945372575,0.140894395,0.168926931,0,0,0.961823283,0,0,0,0,18.851481,79.41124,179.034681,0,605.1074,576.4699,591.2986
8/31/2013,0.942252607,0.140894395,0.168926931,0,0,0.945372575,0,0,0,0,18.851481,73.60369,213.6750625,0,569.7372,591.2986,583.8182
9/1/2013,1,0.170492794,0.400064584,0,0,0.942252607,0,0,0,0,18.777407,67.96449,186.0998342,0,597.8052,583.8182,606.7747
9/2/2013,0.965849858,0.170492794,0.400064584,0,0,1,0,0,0,0,18.851481,74.25625,216.4714272,0,596.7961,606.7747,618.0514
9/3/2013,0.970642056,0.170492794,0.400064584,0,0,0.965849858,0,0,0,0,18.444074,51.30225,145.1841657,0,582.5779,618.0514,619.7637
9/4/2013,0.950674824,0.170492794,0.400064584,0,0,0.970642056,0,0,0,0,18.444074,53.96329,126.254079,0,545.5566,619.7637,632.8133
9/5/2013,0.961823283,0.170492794,0.400064584,0,0,0.950674824,0,0,0,0,15.84,31.684,37.11571784,0,576.4699,632.8133,664.5951
9/6/2013,0.945372575,0.170492794,0.400064584,0,0,0.961823283,0,0,0,0,18.332962,53.73124,98.1506241,0,591.2986,664.5951,659.5282
9/7/2013,0.942252607,0.170492794,0.400064584,0,0,0.945372575,0,0,0,0,18.555185,64.516,104.510217,0,583.8182,659.5282,655.9593
9/8/2013,1,0.170492794,0.400064584,0,0,0.942252607,0,0,0,0,18.629259,64.66849,118.9180051,0,606.7747,655.9593,673.6543
9/9/2013,0.965849858,0.170492794,0.400064584,0,0,1,0,0,0,0,17.999629,45.796,86.10521428,0,618.0514,673.6543,671.4311
9/10/2013,0.970642056,0.170492794,0.400064584,0,0,0.965849858,0,0,0,0,17.888518,50.40025,58.46844901,0,619.7637,671.4311,680.8082
9/11/2013,0.950674824,0.170492794,0.400064584,0,0,0.970642056,0,0,0,0,17.036666,43.34724,35.43369523,0,632.8133,680.8082,693.4785
9/12/2013,0.961823283,0.170492794,0.400064584,0,0,0.950674824,0,0,0,0,17.888518,49.50625,62.6362742,0,664.5951,693.4785,699.663
9/13/2013,0.945372575,0.170492794,0.400064584,0,0,0.961823283,0,0,0,0,18.407037,58.70929,88.95479236,0,659.5282,699.663,687.4173
9/14/2013,0.942252607,0.170492794,0.400064584,0,0,0.945372575,0,0,0,0,18.666296,61.25625,164.200736,0,655.9593,687.4173,684.6386
9/15/2013,1,0.170492794,0.400064584,0,0,0.942252607,0,0,0,0,18.814444,71.02225,182.8951284,0,673.6543,684.6386,718.6386
9/16/2013,0.965849858,0.170492794,0.400064584,0,0,1,0,0,0,0,18.258888,55.13104,83.91473414,0,671.4311,718.6386,689.8219
9/17/2013,0.970642056,0.170492794,0.400064584,0,0,0.965849858,0,0,0,0,18.777407,63.25225,204.6774321,0,680.8082,689.8219,679.7637
9/18/2013,0.950674824,0.170492794,0.400064584,0,0,0.970642056,0,0,0,0,17.295925,33.96649,82.1538333,0,693.4785,679.7637,679.9403
9/19/2013,0.961823283,0.170492794,0.400064584,0,0,0.950674824,0,0,0,0,18.74037,68.80129,152.1487539,0,699.663,679.9403,676.2501
9/20/2013,0.945372575,0.170492794,0.400064584,0,0,0.961823283,0,0,0,0,18.629259,60.27025,155.2537305,0,687.4173,676.2501,671.0498
9/21/2013,0.942252607,0.170492794,0.400064584,0,0,0.945372575,0,0,0,0,18.666296,65.94624,125.4522562,0,684.6386,671.0498,648.2928
9/22/2013,1,0.170492794,0.400064584,0,0,0.942252607,0,0,0,0,17.073703,33.05124,73.76134537,0,718.6386,648.2928,738.1006
9/23/2013,0.965849858,0.170492794,0.400064584,0,0,1,0,0,0,0,16.37,35.23129,38.08777689,0,689.8219,738.1006,724.4883
9/24/2013,0.970642056,0.170492794,0.400064584,0,0,0.965849858,0,0,0,0.34,17.11074,39.80025,48.23839113,0,679.7637,724.4883,737.1444
9/25/2013,0.950674824,0.170492794,0.400064584,0,0,0.970642056,0.583095189,0.34,0.039304,0.81,15.16,26.99449,37.3301041,0,679.9403,737.1444,751.9327
9/26/2013,0.961823283,0.170492794,0.400064584,0,0,0.950674824,0.9,0.47,0.103823,0.09,14.69,34.596,13.50439223,0,676.2501,751.9327,772.8699
9/27/2013,0.945372575,0.170492794,0.400064584,0,0,0.961823283,0.3,-0.72,-0.373248,0,15.41,32.761,26.17872224,0,671.0498,772.8699,743.1325
9/28/2013,0.942252607,0.170492794,0.400064584,0,0,0.945372575,0,-0.09,-0.000729,0,17.295925,49.19524,30.82219141,0,648.2928,743.1325,733.9388
9/29/2013,1,0.170492794,0.400064584,0,0,0.942252607,0,0,0,0.02,16.481111,37.94704,33.9093442,0,738.1006,733.9388,809.5472
9/30/2013,0.965849858,0.170492794,0.400064584,0,0,1,0.141421356,0.02,8.00E-06,0,15.48,28.39225,39.5254161,0,724.4883,809.5472,771.4898
10/1/2013,0.970642056,0.269641848,0.400064584,0,0,0.965849858,0,-0.02,-8.00E-06,0,16.777407,30.976,68.02837651,0,737.1444,771.4898,768.0987
10/2/2013,0.950674824,0.269641848,0.400064584,0,0,0.970642056,0,0,0,0,17.999629,47.089,81.5730721,0,751.9327,768.0987,759.4553
10/3/2013,0.961823283,0.269641848,0.400064584,0,0,0.950674824,0,0,0,3.21,16.444074,39.80025,28.561,0,772.8699,759.4553,768.4918
10/4/2013,0.945372575,0.269641848,0.400064584,0,0,0.961823283,1.791647287,3.21,33.076161,4.31,12.29,21.22849,10,0,743.1325,768.4918,828.6188
10/5/2013,0.942252607,0.269641848,0.400064584,0,0,0.945372575,2.076053949,1.1,1.331,4.52,11.19,17.956,6.473956429,0,733.9388,828.6188,899.3372
10/6/2013,1,0.269641848,0.400064584,0,0,0.942252607,2.126029163,0.21,0.009261,4.34,10.98,12.43225,13.70594684,0,809.5472,899.3372,1059.5521
10/7/2013,0.965849858,0.269641848,0.400064584,0,0,1,2.083266666,-0.18,-0.005832,5.22,11.16,19.26544,5.050220012,0,771.4898,1059.5521,1044.9864
10/8/2013,0.970642056,0.269641848,0.400064584,0,0,0.965849858,2.284731932,0.88,0.681472,5.4,10.28,18.82384,2.176119871,0,768.0987,1044.9864,1131.3207
10/9/2013,0.950674824,0.269641848,0.400064584,0,0,0.970642056,2.323790008,0.18,0.005832,3.75,10.1,19.68409,1.449241147,0,759.4553,1131.3207,1122.2692
10/10/2013,0.961823283,0.269641848,0.400064584,0,0,0.950674824,1.936491673,-1.65,-4.492125,3,11.75,23.93209,4.157786465,0,768.4918,1122.2692,1085.9073
10/11/2013,0.945372575,0.269641848,0.400064584,0,0,0.961823283,1.732050808,-0.75,-0.421875,0,12.5,25.50409,6.648918373,0,828.6188,1085.9073,1055.5931
10/12/2013,0.942252607,0.269641848,0.400064584,0,0,0.945372575,0,-3,-27,0.12,15.97,37.636,24.80703751,0,899.3372,1055.5931,998.6593
10/13/2013,1,0.269641848,0.400064584,1,0,0.942252607,0.346410162,0.12,0.001728,2.14,15.38,33.124,24.96554842,0,1059.5521,998.6593,1005.1445
10/14/2013,0.965849858,0.269641848,0.400064584,0,-6.010010158,1,1.462873884,2.02,8.242408,0.45,13.36,25.02724,14.1158161,0,1044.9864,1005.1445,1011.117
10/15/2013,0.970642056,0.269641848,0.400064584,0,0,0.965849858,0.670820393,-1.69,-4.826809,1.6,15.05,28.224,31.2900721,0,1131.3207,1011.117,991.0253
10/16/2013,0.950674824,0.269641848,0.400064584,0,0,0.970642056,1.264911064,1.15,1.520875,0.43,13.9,30.45025,11.47523001,0,1122.2692,991.0253,998.9075
10/17/2013,0.961823283,0.269641848,0.400064584,0,0,0.950674824,0.655743852,-1.17,-1.601613,0,15.07,36.36649,15.01725252,0,1085.9073,998.9075,975.8336
10/18/2013,0.945372575,0.269641848,0.400064584,0,0,0.961823283,0,-0.43,-0.079507,1.59,17.332962,46.01025,38.96774701,0,1055.5931,975.8336,907.0792
10/19/2013,0.942252607,0.269641848,0.400064584,0,0,0.945372575,1.260952021,1.59,4.019679,2.65,13.91,21.46225,30.17599791,0,998.6593,907.0792,1028.9086
10/20/2013,1,0.269641848,0.400064584,0,0,0.942252607,1.62788206,1.06,1.191016,4.85,12.85,20.449,16.8896016,0,1005.1445,1028.9086,1149.207
10/21/2013,0.965849858,0.269641848,0.400064584,0,0,1,2.202271555,2.2,10.648,1.04,10.65,19.96569,2.642874999,0,1011.117,1149.207,1102.9936
10/22/2013,0.970642056,0.269641848,0.400064584,0,0,0.965849858,1.019803903,-3.81,-55.306341,2.16,14.46,28.83204,20.39255401,0,991.0253,1102.9936,1068.5845
10/23/2013,0.950674824,0.269641848,0.400064584,0,0,0.970642056,1.469693846,1.12,1.404928,4.02,13.34,21.46225,20.9441389,0,998.9075,1068.5845,1185.216
10/24/2013,0.961823283,0.269641848,0.400064584,0,0,0.950674824,2.004993766,1.86,6.434856,7.04,11.48,17.55625,8.926168067,0,975.8336,1185.216,1226.5903
10/25/2013,0.945372575,0.269641848,0.400064584,0,0,0.961823283,2.653299832,3.02,27.543608,4.15,8.46,13.29409,0.837778291,0,907.0792,1226.5903,1283.4761
10/26/2013,0.942252607,0.269641848,0.400064584,0,0,0.945372575,2.037154879,-2.89,-24.137569,4.6,11.35,16.43524,9.528571087,0,1028.9086,1283.4761,1284.8382
10/27/2013,1,0.269641848,0.400064584,0,0,0.942252607,2.144761059,0.45,0.091125,3.16,10.9,21.66784,2.512655977,0,1149.207,1284.8382,1285.6623
10/28/2013,0.965849858,0.269641848,0.400064584,0,0,1,1.777638883,-1.44,-2.985984,3.71,12.34,24.11809,7.009457006,0,1102.9936,1285.6623,1327.0647
10/29/2013,0.970642056,0.269641848,0.400064584,0,0,0.965849858,1.926136028,0.55,0.166375,3.72,11.79,21.96324,5.861816406,0,1068.5845,1327.0647,1269.2167
10/30/2013,0.950674824,0.269641848,0.400064584,0,0,0.970642056,1.928730152,0.01,1.00E-06,1.87,11.78,24.71184,3.758781219,0,1185.216,1269.2167,1275.3696
10/31/2013,0.961823283,0.269641848,0.400064584,0,0,0.950674824,1.367479433,-1.85,-6.331625,0,13.63,25.02724,17.0680899,0,1226.5903,1275.3696,1239.9929
11/1/2013,0.945372575,0.685721047,0.400064584,0,0,0.961823283,0,-1.87,-6.539203,3.02,15.57,33.23329,27.6922881,0,1283.4761,1239.9929,1201.6186
11/2/2013,0.942252607,0.685721047,0.400064584,0,0,0.945372575,1.73781472,3.02,27.543608,4.52,12.48,18.225,17.30827041,0,1284.8382,1201.6186,1294.1812
11/3/2013,1,0.685721047,0.400064584,0,0,0.942252607,2.126029163,1.5,3.375,4.87,10.98,15.70009,7.90763784,0,1285.6623,1294.1812,1336.2249
11/4/2013,0.965849858,0.685721047,0.400064584,0,0,1,2.206807649,0.35,0.042875,3.97,10.63,20.39184,2.360103845,0,1327.0647,1336.2249,1292.9198
11/5/2013,0.970642056,0.685721047,0.400064584,0,0,0.965849858,1.992485885,-0.9,-0.729,5,11.53,22.29049,4.36880019,0,1269.2167,1292.9198,1314.8845
11/6/2013,0.950674824,0.685721047,0.400064584,0,0,0.970642056,2.236067977,1.03,1.092727,3.37,10.5,19.79649,2.293107305,0,1275.3696,1314.8845,1348.4713
11/7/2013,0.961823283,0.685721047,0.400064584,0,0,0.950674824,1.835755975,-1.63,-4.330747,3.16,12.13,20.82249,9.29920777,0,1239.9929,1348.4713,1368.8903
11/8/2013,0.945372575,0.685721047,0.400064584,0,0,0.961823283,1.777638883,-0.21,-0.009261,4.79,12.34,22.95225,8.248435877,0,1201.6186,1368.8903,1469.0399
11/9/2013,0.942252607,0.685721047,0.400064584,0,0,0.945372575,2.188606863,1.63,4.330747,4.77,10.71,12.996,10.12054108,0,1294.1812,1469.0399,1595.32
11/10/2013,1,0.685721047,0.400064584,0,0,0.942252607,2.184032967,-0.02,-8.00E-06,4.04,10.73,12.25449,11.6985856,0,1336.2249,1595.32,1719.9289
11/11/2013,0.965849858,0.685721047,0.400064584,0,0,1,2.009975124,-0.73,-0.389017,2.15,11.46,14.52025,14.01249858,0,1292.9198,1719.9289,1616.9799
11/12/2013,0.970642056,0.685721047,0.400064584,0,0,0.965849858,1.46628783,-1.89,-6.751269,2.68,13.35,20.736,22.8886641,0,1314.8845,1616.9799,1604.0783
11/13/2013,0.950674824,0.685721047,0.400064584,0,0,0.970642056,1.637070554,0.53,0.148877,1.7,12.82,20.10724,17.30827041,0,1348.4713,1604.0783,1609.4163
11/14/2013,0.961823283,0.685721047,0.400064584,0,0,0.950674824,1.303840481,-0.98,-0.941192,4.18,13.8,24.11809,21.22409009,0,1368.8903,1609.4163,1491.547
11/15/2013,0.945372575,0.685721047,0.400064584,0,0,0.961823283,2.04450483,2.48,15.252992,6.22,11.32,17.161,8.317896006,0,1469.0399,1491.547,1549.0922
11/16/2013,0.942252607,0.685721047,0.400064584,0,0,0.945372575,2.493992783,2.04,8.489664,5.54,9.28,12.321,3.080527506,0,1595.32,1549.0922,1612.2726
11/17/2013,1,0.685721047,0.400064584,0,0,0.942252607,2.353720459,-0.68,-0.314432,8.13,9.96,15.876,2.886794695,0,1719.9289,1612.2726,1714.9157
11/18/2013,0.965849858,0.685721047,0.400064584,0,0,1,2.851315486,2.59,17.373979,6.83,7.37,11.236,0.290937838,0,1616.9799,1714.9157,1730.6915
11/19/2013,0.970642056,0.685721047,0.400064584,0,0,0.965849858,2.613426869,-1.3,-2.197,9.1,8.67,9.76144,3.080527506,0,1604.0783,1730.6915,1917.1062
11/20/2013,0.950674824,0.685721047,0.400064584,0,0,0.970642056,3.016620626,2.27,11.697083,8.55,6.4,4.29025,1.525878906,0,1609.4163,1917.1062,2191.5096
11/21/2013,0.961823283,0.685721047,0.400064584,0,0,0.950674824,2.924038303,-0.55,-0.166375,7.09,6.95,5.476,1.7850625,0,1491.547,2191.5096,2202.0575
11/22/2013,0.945372575,0.685721047,0.400064584,1,0,0.961823283,2.662705391,-1.46,-3.112136,7.95,8.41,8.01025,3.855714511,0,1549.0922,2202.0575,2163.1118
11/23/2013,0.942252607,0.685721047,0.400064584,0,8.184955709,0.945372575,2.819574436,0.86,0.636056,10.45,7.55,7.48225,1.730768006,0,1612.2726,2163.1118,2123.1049
11/24/2013,1,0.685721047,0.400064584,0,0,0.942252607,3.232645975,2.5,15.625,8.46,5.05,5.29984,0.064142479,0,1714.9157,2123.1049,2225.2458
11/25/2013,0.965849858,0.685721047,0.400064584,0,0,1,2.908607914,-1.99,-7.880599,5.66,7.04,7.921,0.714434095,0,1730.6915,2225.2458,2205.2076
11/26/2013,0.970642056,0.685721047,0.400064584,0,0,0.965849858,2.379075451,-2.8,-21.952,2.77,9.84,14.83524,3.1640625,0,1917.1062,2205.2076,2113.8876
11/27/2013,0.950674824,0.685721047,0.400064584,0,0,0.970642056,1.664331698,-2.89,-24.137569,5.73,12.73,17.90244,21.22409009,0,2191.5096,2113.8876,2103.0494
11/28/2013,0.961823283,0.685721047,0.400064584,0,0,0.950674824,2.393741841,2.96,25.934336,7.05,9.77,14.4,3.214992061,0,2202.0575,2103.0494,2088.0262
11/29/2013,0.945372575,0.685721047,0.400064584,0,0,0.961823283,2.655183609,1.32,2.299968,9.53,8.45,9.31225,2.762816406,0,2163.1118,2088.0262,2112.904
11/30/2013,0.942252607,0.685721047,0.400064584,0,0,0.945372575,3.087069808,2.48,15.252992,11.09,5.97,5.625,0.392139006,0,2123.1049,2112.904,2245.8358
12/1/2013,1,0.941488331,1,0,0,0.942252607,3.330165161,1.56,3.796416,7.16,4.41,4.51584,0.0194481,0,2225.2458,2245.8358,2390.8511
