Date,c
2/14/2014,2755.1397
2/15/2014,2591.6933
2/16/2014,2655.9166
2/17/2014,2501.6336
2/18/2014,2440.407
2/19/2014,2543.5273
2/20/2014,2381.7215
2/21/2014,2246.6386
2/22/2014,2611.5446
2/23/2014,2894.0986
2/24/2014,2773.2613
2/25/2014,2764.2529
2/26/2014,2840.6402
2/27/2014,2458.2254
2/28/2014,2448.4902
3/1/2014,2196.2969
3/2/2014,2349.2065
3/3/2014,2065.8204
3/4/2014,2069.835
3/5/2014,1827.7739
3/6/2014,1757.8796
3/7/2014,2064.9974
3/8/2014,2382.1878
3/9/2014,2370.4996
3/10/2014,2236.943
3/11/2014,2344.5671
3/12/2014,2165.8495
3/13/2014,2292.0456
3/14/2014,2326.7807
3/15/2014,2140.3362
3/16/2014,2083.0218
3/17/2014,2358.3989
3/18/2014,2222.2798
3/19/2014,2132.6356
3/20/2014,2003.596
3/21/2014,2157.3566
3/22/2014,1914.7851
3/23/2014,2092.9288
3/24/2014,1924.1712
3/25/2014,1772.9664
3/26/2014,1585.0918
3/27/2014,1793.6038
3/28/2014,1628.0237
3/29/2014,1997.547
3/30/2014,2737.88
3/31/2014,2588.6799
4/1/2014,2269.2727
4/2/2014,2168.8741
4/3/2014,2307.5972
4/4/2014,2233.6023
4/5/2014,1996.3196
4/6/2014,2016.3566
4/7/2014,1843.731
4/8/2014,1603.8048
4/9/2014,1886.1812
4/10/2014,1501.8268
4/11/2014,1381.952
4/12/2014,1380.2267
4/13/2014,1327.6335
4/14/2014,1211.3007
4/15/2014,1082.8418
4/16/2014,1008.5235
4/17/2014,980.8442
4/18/2014,965.132
4/19/2014,879.2617
4/20/2014,651.6983
4/21/2014,788.2765
4/22/2014,1033.1806
4/23/2014,1083.7887
4/24/2014,1008.3008
4/25/2014,1093.5221
4/26/2014,1153.9884
4/27/2014,1143.7632
4/28/2014,1002.5699
4/29/2014,923.7647
4/30/2014,864.022
5/1/2014,882.3694
5/2/2014,837.6789
5/3/2014,841.429
5/4/2014,885.0523
5/5/2014,804.262
5/6/2014,773.0142
5/7/2014,797.6894
5/8/2014,765.4407
5/9/2014,776.8488
5/10/2014,757.2621
5/11/2014,740.8959
5/12/2014,791.7958
5/13/2014,760.6606
5/14/2014,765.8334
5/15/2014,742.8476
5/16/2014,747.9378
5/17/2014,728.4978
5/18/2014,773.1764
5/19/2014,747.9069
5/20/2014,783.7073
5/21/2014,762.7809
5/22/2014,788.7912
5/23/2014,792.7381
5/24/2014,737.2964
5/25/2014,736.8951
5/26/2014,776.6885
5/27/2014,755.906
5/28/2014,754.5758
5/29/2014,724.5769
5/30/2014,729.8502
5/31/2014,713.1357
6/1/2014,723.0242
6/2/2014,712.7653
6/3/2014,713.4845
6/4/2014,767.3432
6/5/2014,748.7538
6/6/2014,740.1721
6/7/2014,715.7247
6/8/2014,745.289
6/9/2014,727.7318
6/10/2014,734.3194
6/11/2014,739.9413
6/12/2014,753.7945
6/13/2014,751.0801
6/14/2014,752.2336
6/15/2014,715.7691
6/16/2014,710.9515
6/17/2014,711.423
6/18/2014,712.9059
6/19/2014,700.3584
6/20/2014,703.63
6/21/2014,683.5669
6/22/2014,701.5284
6/23/2014,714.3841
6/24/2014,720.4245
6/25/2014,737.5096
6/26/2014,719.6479
6/27/2014,704.1726
6/28/2014,680.541
6/29/2014,689.2519
6/30/2014,697.9538
7/1/2014,688.2675
7/2/2014,684.3381
7/3/2014,679.0819
7/4/2014,652.1606
7/5/2014,649.2412
7/6/2014,635.8511
7/7/2014,664.96
7/8/2014,683.5026
7/9/2014,670.8322
7/10/2014,671.4019
7/11/2014,666.6906
7/12/2014,631.7956
7/13/2014,620.4169
7/14/2014,642.7481
7/15/2014,640.4857
7/16/2014,628.6762
7/17/2014,631.5653
7/18/2014,629.251
7/19/2014,604.7906
7/20/2014,597.8481
7/21/2014,621.8125
7/22/2014,630.0041
7/23/2014,614.4271
7/24/2014,613.7741
7/25/2014,607.6626
7/26/2014,580.5969
7/27/2014,551.0218
7/28/2014,611.9814
7/29/2014,612.1239
7/30/2014,610.7967
7/31/2014,619.497
8/1/2014,604.7398
8/2/2014,578.8665
8/3/2014,578.1455
8/4/2014,592.6417
8/5/2014,583.7837
8/6/2014,596.7033
8/7/2014,610.8245
8/8/2014,598.6963
8/9/2014,584.804
8/10/2014,567.2313
8/11/2014,589.7008
8/12/2014,576.9977
8/13/2014,582.8087
8/14/2014,556.7563
8/15/2014,549.9477
8/16/2014,529.3372
8/17/2014,544.1174
8/18/2014,552.391
8/19/2014,527.7633
8/20/2014,551.0171
8/21/2014,542.7201
8/22/2014,540.7824
8/23/2014,531.2246
8/24/2014,546.4229
8/25/2014,545.5135
8/26/2014,565.8699
8/27/2014,560.6153
8/28/2014,555.1953
8/29/2014,557.0244
8/30/2014,572.0738
8/31/2014,605.2339
9/1/2014,610.2929
9/2/2014,597.8778
9/3/2014,620.405
9/4/2014,611.471
9/5/2014,608.1403
9/6/2014,614.3043
9/7/2014,641.0157
9/8/2014,631.8574
9/9/2014,615.4232
9/10/2014,628.8932
9/11/2014,633.8716
9/12/2014,629.8274
9/13/2014,638.3161
9/14/2014,696.7361
9/15/2014,680.6237
9/16/2014,698.9324
9/17/2014,664.9662
9/18/2014,688.5098
9/19/2014,711.6295
9/20/2014,717.7124
9/21/2014,753.6968
9/22/2014,706.7439
9/23/2014,706.5005
9/24/2014,745.9831
9/25/2014,766.47
9/26/2014,758.8498
9/27/2014,750.2864
9/28/2014,834.2397
9/29/2014,789.486
9/30/2014,822.9746
10/1/2014,825.2386
10/2/2014,810.1097
10/3/2014,859.8943
10/4/2014,884.6531
10/5/2014,945.4191
10/6/2014,870.426
10/7/2014,928.4622
10/8/2014,1070.7961
10/9/2014,1130.3102
10/10/2014,1046.2233
10/11/2014,1043.5356
10/12/2014,1039.603
10/13/2014,908.5497
10/14/2014,919.7303
10/15/2014,858.5279
10/16/2014,851.1831
10/17/2014,843.3351
10/18/2014,846.9153
10/19/2014,1105.66
10/20/2014,1157.8448
10/21/2014,1193.2402
10/22/2014,1176.8568
10/23/2014,1133.3988
10/24/2014,1023.539
10/25/2014,1145.3744
10/26/2014,1576.9699
10/27/2014,1769.0074
10/28/2014,1899.1086
10/29/2014,2132.0843
10/30/2014,2007.5564
10/31/2014,1931.4018
11/1/2014,1964.6418
11/2/2014,2283.4234
11/3/2014,2469.0715
11/4/2014,2700.5802
11/5/2014,2608.0875
11/6/2014,2463.7497
11/7/2014,2247.877
11/8/2014,2230.8844
11/9/2014,2354.459
11/10/2014,2220.6185
11/11/2014,2402.9822
11/12/2014,2333.5109
11/13/2014,2431.3723
11/14/2014,2338.3654
11/15/2014,2236.2995
11/16/2014,2298.6699
11/17/2014,2378.3756
11/18/2014,2357.2055
11/19/2014,2369.7707
11/20/2014,2413.2785
11/21/2014,2368.0886
11/22/2014,2484.5497
11/23/2014,2468.9922
11/24/2014,2771.1298
11/25/2014,2952.5874
11/26/2014,2790.0678
11/27/2014,2867.6016
11/28/2014,2837.619
11/29/2014,2753.1259
11/30/2014,2882.4684
12/1/2014,2951.7655
12/2/2014,3053.0416
12/3/2014,3070.8931
12/4/2014,3142.496
12/5/2014,3011.53
12/6/2014,3077.7218
12/7/2014,3284.4526
12/8/2014,3161.1159
12/9/2014,2931.1492
12/10/2014,2928.9678
12/11/2014,2647.1838
12/12/2014,2701.0954
12/13/2014,2559.1043
12/14/2014,2755.3549
12/15/2014,2724.6408
12/16/2014,2776.3424
12/17/2014,2817.3373
12/18/2014,2798.4334
12/19/2014,2729.9293
12/20/2014,2614.9674
12/21/2014,2781.7554
12/22/2014,2891.7695
12/23/2014,2947.3448
12/24/2014,3014.1718
12/25/2014,2840.5834
12/26/2014,2828.7978
12/27/2014,2921.6676
12/28/2014,2920.357
12/29/2014,3051.6751
12/30/2014,2994.3788
12/31/2014,3102.9051
1/1/2015,2536.6098
1/2/2015,2629.4424
1/3/2015,2580.414
1/4/2015,2810.8193
1/5/2015,2805.1412
1/6/2015,2884.4386
1/7/2015,2999.1069
1/8/2015,3354.7381
1/9/2015,3419.2232
1/10/2015,3514.3636
1/11/2015,3516.6705
1/12/2015,3339.6922
1/13/2015,3270.5549
1/14/2015,3150.959
1/15/2015,3074.1
1/16/2015,3107.408
1/17/2015,3015.5393
1/18/2015,2992.1429
1/19/2015,3212.6093
1/20/2015,3164.265
1/21/2015,3354.13
1/22/2015,3361.8665
1/23/2015,3306.6689
1/24/2015,3300.5543
1/25/2015,3359.4634
1/26/2015,3307.5404
1/27/2015,3152.8653
1/28/2015,3250.5721
1/29/2015,3032.907
1/30/2015,2903.1724
1/31/2015,2925.2467
2/1/2015,3052.7795
2/2/2015,2769.4046
2/3/2015,2604.9979
2/4/2015,2827.1902
2/5/2015,2668.1332
2/6/2015,2571.2845
2/7/2015,2509.343
2/8/2015,2801.4692
2/9/2015,3073.2836
2/10/2015,2929.9509
2/11/2015,2979.4566
2/12/2015,3020.6317
2/13/2015,2849.6764
2/14/2015,2930.485
2/15/2015,3008.5968
2/16/2015,2848.3127
2/17/2015,2954.0069
2/18/2015,3261.5053
2/19/2015,3356.2482
2/20/2015,3270.1587
2/21/2015,3197.4975
2/22/2015,3142.8386
2/23/2015,2952.8876
2/24/2015,2870.2649
2/25/2015,2823.6069
2/26/2015,2753.272
2/27/2015,2798.6301
2/28/2015,2744.674
3/1/2015,2790.1964
3/2/2015,2491.4707
3/3/2015,2456.6623
3/4/2015,2588.0194
3/5/2015,2899.1502
3/6/2015,2688.8872
3/7/2015,2476.3805
3/8/2015,2832.8455
3/9/2015,2952.6882
3/10/2015,2916.5563
3/11/2015,2620.0273
3/12/2015,2495.5273
3/13/2015,2240.3327
3/14/2015,1930.7198
3/15/2015,2343.649
3/16/2015,2551.3558
3/17/2015,2804.5235
3/18/2015,2630.7004
3/19/2015,2610.6042
3/20/2015,2837.7192
3/21/2015,2509.9835
3/22/2015,2913.4173
3/23/2015,2689.5942
3/24/2015,2450.5668
3/25/2015,2526.7803
3/27/2015,1891.1754
3/28/2015,1886.0854
3/29/2015,2358.9439
3/30/2015,2744.5002
3/31/2015,2467.2729
4/1/2015,2410.5824
4/2/2015,2232.3359
4/3/2015,2290.8509
4/4/2015,2663.2567
4/5/2015,2443.1635
4/6/2015,2175.2003
4/7/2015,1919.4064
4/8/2015,1771.0214
4/9/2015,1932.6777
4/10/2015,2072.8251
4/11/2015,2268.2638
4/12/2015,1879.4495
4/13/2015,2216.3163
4/14/2015,2194.3982
4/15/2015,2029.1706
4/16/2015,1990.8084
4/17/2015,1609.0677
4/18/2015,1310.8074
4/19/2015,1398.6618
4/20/2015,1989.6284
4/21/2015,2123.2912
4/22/2015,2002.5101
4/23/2015,2378.0686
4/24/2015,2373.5392
4/25/2015,1920.0425
4/26/2015,1595.0593
4/27/2015,1405.2247
4/28/2015,1231.2355
4/29/2015,1092.8124
4/30/2015,1137.8301
5/1/2015,1018.3291
5/2/2015,1045.2674
5/3/2015,1079.6389
5/4/2015,1054.4029
5/5/2015,1121.9266
5/6/2015,946.7889
5/7/2015,957.0688
5/8/2015,993.8359
5/9/2015,1069.3499
5/10/2015,1298.663
5/11/2015,1043.9357
5/12/2015,1153.3172
5/13/2015,1304.6893
5/14/2015,1248.8953
5/15/2015,1067.3618
5/16/2015,1003.6296
5/17/2015,1128.8288
5/18/2015,988.7664
5/19/2015,885.9535
5/20/2015,887.7886
5/21/2015,858.6478
5/22/2015,820.971
5/23/2015,823.7498
5/24/2015,908.4712
5/25/2015,805.8163
5/26/2015,848.6076
5/27/2015,811.4216
5/28/2015,800.4293
5/29/2015,790.0328
5/30/2015,767.0823
5/31/2015,827.9959
6/1/2015,804.1988
6/2/2015,787.8226
6/3/2015,787.2203
6/4/2015,800.0442
6/5/2015,751.8483
6/6/2015,747.935
6/7/2015,756.8176
6/8/2015,789.4265
6/9/2015,771.7102
6/10/2015,763.3171
6/11/2015,761.5728
6/12/2015,762.3199
6/13/2015,948.4177
6/14/2015,699.3507
6/15/2015,731.6462
6/16/2015,732.208
6/17/2015,735.6124
6/18/2015,728.6268
6/19/2015,708.5703
6/20/2015,715.9776
6/21/2015,749.2164
6/22/2015,717.1985
6/23/2015,726.6502
6/24/2015,700.501
6/25/2015,697.5688
6/26/2015,702.2976
6/27/2015,695.428
6/28/2015,722.9308
6/29/2015,710.484
6/30/2015,719.9478
7/1/2015,716.0521
7/2/2015,728.2548
7/3/2015,719.2688
7/4/2015,692.69
7/5/2015,700.8778
7/6/2015,705.2517
7/7/2015,710.1028
7/8/2015,715.9407
7/9/2015,721.083
7/10/2015,694.0885
7/11/2015,664.2841
7/12/2015,692.8217
7/13/2015,724.2557
7/14/2015,737.1632
7/15/2015,717.3371
7/16/2015,731.0717
7/17/2015,717.6403
7/18/2015,678.6412
7/19/2015,700.5926
7/20/2015,696.7052
7/21/2015,678.9397
7/22/2015,672.7823
7/23/2015,689.5137
7/24/2015,671.5576
7/25/2015,641.1266
7/26/2015,634.5823
7/27/2015,655.0754
7/28/2015,651.382
7/29/2015,650.7051
7/30/2015,653.6743
7/31/2015,636.4306
8/1/2015,612.1833
8/2/2015,609.7391
8/3/2015,604.9075
8/4/2015,606.4004
8/5/2015,611.1753
8/6/2015,617.148
8/7/2015,603.352
8/8/2015,588.6607
8/9/2015,599.0184
8/10/2015,618.703
8/11/2015,613.3236
8/12/2015,609.2693
8/13/2015,604.0312
8/14/2015,599.4901
8/15/2015,563.4625
8/16/2015,575.6501
8/17/2015,597.8019
8/18/2015,589.7988
8/19/2015,593.4948
8/20/2015,596.5078
8/21/2015,591.2881
8/22/2015,589.7328
8/23/2015,608.3157
8/24/2015,647.6427
8/25/2015,649.6312
8/26/2015,682.1797
8/27/2015,686.4333
8/28/2015,628.4945
8/29/2015,636.1463
8/30/2015,684.0369
8/31/2015,695.3509
9/1/2015,702.8817
9/2/2015,706.9762
9/3/2015,696.4399
9/4/2015,689.5696
9/5/2015,677.2994
9/6/2015,688.5893
9/7/2015,693.3928
9/8/2015,687.4553
9/9/2015,701.6791
9/10/2015,702.7113
9/11/2015,708.0468
9/12/2015,680.9606
9/13/2015,758.0963
9/14/2015,708.5627
9/15/2015,725.4687
9/16/2015,724.9247
9/17/2015,733.6563
9/18/2015,729.5638
9/19/2015,723.4735
9/20/2015,781.9308
9/21/2015,714.7163
9/22/2015,743.104
9/23/2015,753.3878
9/24/2015,757.7077
9/25/2015,737.5
9/26/2015,726.1752
9/27/2015,792.6089
9/28/2015,761.1985
9/29/2015,773.0502
9/30/2015,780.119
10/1/2015,762.8871
10/2/2015,734.3111
10/3/2015,737.0756
10/4/2015,790.8118
10/5/2015,793.5328
10/6/2015,786.1114
10/7/2015,777.435
10/8/2015,810.1869
10/9/2015,878.2712
10/10/2015,965.4073
10/11/2015,1035.1545
10/12/2015,1033.0973
10/13/2015,1077.733
10/14/2015,1261.2485
10/15/2015,1109.7965
10/16/2015,1131.4865
10/17/2015,1281.1615
10/18/2015,1373.4259
10/19/2015,1294.9075
10/20/2015,1326.4231
10/21/2015,1364.4201
10/22/2015,1372.8852
10/23/2015,1322.6758
10/24/2015,1199.4164
10/25/2015,1336.3373
10/26/2015,1498.8369
10/27/2015,1593.4839
10/28/2015,1592.5716
10/29/2015,1682.0452
10/30/2015,1823.5467
10/31/2015,1797.0223
11/1/2015,2285.8792
11/2/2015,2404.1496
11/3/2015,2308.7118
11/4/2015,2216.8499
11/5/2015,2146.5892
11/6/2015,1976.4588
11/7/2015,2108.3313
11/8/2015,2275.0449
11/9/2015,2100.5086
11/10/2015,2089.9127
11/11/2015,2237.3412
11/12/2015,2393.6879
11/13/2015,2116.1765
11/14/2015,2421.1373
11/15/2015,2507.1937
11/16/2015,2538.6457
11/17/2015,2598.2817
11/18/2015,2631.7964
11/19/2015,2726.5221
11/20/2015,2566.2658
11/21/2015,2443.235
11/22/2015,2376.8617
11/23/2015,2457.7387
11/24/2015,2481.182
11/25/2015,2588.7434
11/26/2015,2609.3662
11/27/2015,2408.3519
11/28/2015,2497.5383
11/29/2015,2627.3108
11/30/2015,2328.6056
12/1/2015,2662.8074
12/2/2015,2657.0955
12/3/2015,3032.9075
12/4/2015,3036.791
12/5/2015,3055.4409
12/6/2015,3186.4176
12/7/2015,3131.9768
12/8/2015,3005.6142
12/9/2015,2963.6334
12/10/2015,3130.3374
12/11/2015,3047.4884
12/12/2015,3132.7954
12/13/2015,3226.1145
12/14/2015,3250.2132
12/15/2015,3233.004
12/16/2015,3240.3167
12/17/2015,3263.8833
12/18/2015,3266.4963
12/19/2015,3317.425
12/20/2015,3431.0977
12/21/2015,3255.2808
12/22/2015,2999.7919
12/23/2015,3025.917
12/24/2015,3048.5301
12/25/2015,2967.6366
12/26/2015,2866.9923
12/27/2015,2978.6177
12/28/2015,2972.366
12/29/2015,2924.1853
12/30/2015,3279.6101
12/31/2015,3486.1615
1/1/2016,3195.7207
1/2/2016,3396.8415
1/3/2016,3648.1881
1/4/2016,3833.3482
1/5/2016,3623.1207
1/6/2016,3402.3511
1/7/2016,3194.52
1/8/2016,3072.6282
1/9/2016,3053.3784
1/10/2016,3144.9651
1/11/2016,3067.4712
1/12/2016,2843.0221
1/13/2016,2780.5194
1/14/2016,2879.613
1/15/2016,2899.8273
1/16/2016,3069.7305
1/17/2016,3145.1177
1/18/2016,3006.8253
1/19/2016,3012.6958
1/20/2016,3187.7686
1/21/2016,3317.206
1/22/2016,3046.0289
1/23/2016,3100.6569
1/24/2016,3612.3444
1/25/2016,3767.6785
1/26/2016,3929.8563
1/27/2016,3931.562
1/28/2016,3818.6682
1/29/2016,3615.3881
1/30/2016,3465.4556
1/31/2016,3368.8381
2/1/2016,3122.7318
2/2/2016,3370.3147
2/3/2016,3242.7254
2/4/2016,3081.5667
2/5/2016,2992.8968
2/6/2016,2657.5903
2/7/2016,3136.9867
2/8/2016,3314.9849
2/9/2016,3387.0814
2/10/2016,3442.7604
2/11/2016,3456.8426
2/12/2016,3176.8928
2/13/2016,2947.9237
2/14/2016,2920.2523
2/15/2016,2392.5907
2/16/2016,2640.1936
2/17/2016,2420.5468
2/18/2016,2660.6604
2/19/2016,3003.5548
2/20/2016,3094.1206
2/21/2016,3153.3462
2/22/2016,3079.6831
2/23/2016,2957.2702
2/24/2016,2907.5875
2/25/2016,2605.4818
2/26/2016,2155.5097
2/27/2016,2053.8347
2/28/2016,2375.9837
2/29/2016,1872.5058
3/1/2016,1956.9151
3/2/2016,1763.2081
3/3/2016,1877.4773
3/4/2016,1718.6672
3/5/2016,1549.4735
3/6/2016,1917.6787
3/7/2016,1661.4309
3/8/2016,1736.5818
3/9/2016,1601.9222
3/10/2016,1685.6191
3/11/2016,1717.5276
3/12/2016,1787.0914
3/13/2016,1874.9565
3/14/2016,2208.2359
3/15/2016,2528.8468
3/16/2016,2728.6763
3/17/2016,2917.7472
3/18/2016,2799.2442
3/19/2016,2489.0075
3/20/2016,3108.7015
3/21/2016,2685.5954
3/22/2016,2508.1498
3/23/2016,2477.6248
3/24/2016,2200.9973
3/25/2016,2063.355
3/26/2016,1936.2534
3/27/2016,2095.7386
3/28/2016,2438.0704
3/29/2016,2740.5219
3/30/2016,2713.4227
3/31/2016,2384.9558
4/1/2016,2042.7851
4/2/2016,1834.1084
4/3/2016,2482.4259
4/4/2016,2167.2984
4/5/2016,1936.4751
4/6/2016,1973.9727
4/7/2016,1573.4054
4/8/2016,1406.6023
4/9/2016,1327.4752
4/10/2016,1735.9609
4/11/2016,1353.7191
4/12/2016,1525.8993
4/13/2016,1342.0993
4/14/2016,1272.9386
4/15/2016,1078.2364
4/16/2016,1319.9084
4/17/2016,1323.0966
4/18/2016,1125.402
4/19/2016,1030.0289
4/20/2016,969.5436
4/21/2016,1074.375
4/22/2016,1244.0003
4/23/2016,1179.5083
4/24/2016,1104.1885
4/25/2016,1000.3622
4/26/2016,938.7889
4/27/2016,967.0723
4/28/2016,1008.6303
4/29/2016,1049.1835
4/30/2016,965.4094
5/1/2016,768.686
5/2/2016,789.9742
5/3/2016,896.7719
5/4/2016,908.0551
5/5/2016,879.5914
5/6/2016,889.8258
5/7/2016,932.8054
5/8/2016,917.0979
5/9/2016,925.9616
5/10/2016,866.8816
5/11/2016,863.1659
5/12/2016,931.6429
5/13/2016,849.1147
5/14/2016,827.6678
5/15/2016,870.2311
5/16/2016,845.4369
5/17/2016,828.1423
5/18/2016,840.0406
5/19/2016,862.1347
5/20/2016,833.0213
5/21/2016,812.1825
5/22/2016,896.6041
5/23/2016,833.7365
5/24/2016,849.3702
5/25/2016,786.8215
5/26/2016,821.0477
5/27/2016,770.8689
5/28/2016,757.2679
5/29/2016,841.9491
5/30/2016,801.9057
5/31/2016,801.8136
6/1/2016,792.4585
6/2/2016,787.7473
6/3/2016,764.6406
6/4/2016,771.5679
6/5/2016,808.6337
6/6/2016,747.9126
6/7/2016,772.1602
6/8/2016,779.5833
6/9/2016,800.5488
6/10/2016,803.7599
6/11/2016,797.9932
6/12/2016,836.9159
6/13/2016,788.8375
6/14/2016,769.0321
6/15/2016,765.0308
6/16/2016,769.6691
6/17/2016,774.4318
6/18/2016,736.4292
6/19/2016,781.9853
6/20/2016,755.8178
6/21/2016,755.8441
6/22/2016,747.3529
6/23/2016,736.4994
6/24/2016,733.5955
6/25/2016,702.3981
6/26/2016,718.3653
6/27/2016,699.0513
6/28/2016,693.7487
6/29/2016,700.3296
6/30/2016,672.1212
7/1/2016,681.5079
7/2/2016,660.0174
7/3/2016,683.8304
7/4/2016,700.6753
7/5/2016,702.0113
7/6/2016,715.8557
7/7/2016,711.3759
7/8/2016,673.1087
7/9/2016,678.3108
7/10/2016,698.6161
7/11/2016,702.3548
7/12/2016,702.042
7/13/2016,693.4779
7/14/2016,688.31
7/15/2016,666.6666
7/16/2016,632.6846
7/17/2016,633.468
7/18/2016,637.5029
7/19/2016,644.0031
7/20/2016,646.5394
7/21/2016,630.1764
7/22/2016,621.988
7/23/2016,600.7785
7/24/2016,625.1358
7/25/2016,642.7087
7/26/2016,623.3643
7/27/2016,628.2566
7/28/2016,636.758
7/29/2016,637.8948
7/30/2016,623.2746
7/31/2016,635.6603
8/1/2016,629.3073
8/2/2016,619.3315
8/3/2016,613.4062
8/4/2016,616.1444
8/5/2016,598.539
8/6/2016,572.2914
8/7/2016,574.0951
8/8/2016,579.4429
8/9/2016,580.928
8/10/2016,580.1899
8/11/2016,567.3481
8/12/2016,548.7087
8/13/2016,532.7753
8/14/2016,563.5474
8/15/2016,590.3873
8/16/2016,584.8694
8/17/2016,596.3527
8/18/2016,582.3497
8/19/2016,569.6848
8/20/2016,552.0168
8/21/2016,582.8611
8/22/2016,561.1451
8/23/2016,590.2754
8/24/2016,594.7103
8/25/2016,604.2319
8/26/2016,587.0964
8/27/2016,570.1391
8/28/2016,560.7376
8/29/2016,588.5314
8/30/2016,612.0711
8/31/2016,630.3759
9/1/2016,635.7628
9/2/2016,630.8784
9/3/2016,635.1274
9/4/2016,680.065
9/5/2016,671.0479
9/6/2016,694.3675
9/7/2016,682.4852
9/8/2016,680.8434
9/9/2016,682.5477
9/10/2016,678.9253
9/11/2016,734.8554
9/12/2016,704.1077
9/13/2016,736.7753
9/14/2016,732.2084
9/15/2016,723.1699
9/16/2016,730.4237
9/17/2016,729.5961
9/18/2016,791.5479
9/19/2016,760.126
9/20/2016,740.7281
9/21/2016,754.6977
9/22/2016,755.8563
9/23/2016,725.0777
9/24/2016,799.929
9/25/2016,890.7595
9/26/2016,829.0209
9/27/2016,833.5522
9/28/2016,916.8001
9/29/2016,946.1883
9/30/2016,907.1092
10/1/2016,865.8284
10/2/2016,952.2527
10/3/2016,872.5469
10/4/2016,900.1362
10/5/2016,866.3922
10/6/2016,847.9812
10/7/2016,839.0981
10/8/2016,768.3461
10/9/2016,860.4236
10/10/2016,856.094
10/11/2016,861.3376
10/12/2016,864.6057
10/13/2016,930.0243
10/14/2016,981.751
10/15/2016,968.9733
10/16/2016,1159.283
10/17/2016,1439.6639
10/18/2016,1875.602
10/19/2016,2080.4822
10/20/2016,2115.1188
10/21/2016,2112.225
10/22/2016,2261.1193
10/23/2016,2368.7284
10/24/2016,2458.7213
10/25/2016,2786.3607
10/26/2016,2960.4099
10/27/2016,2754.3682
10/28/2016,2632.8172
10/29/2016,2477.0506
10/30/2016,2631.7023
10/31/2016,2777.0363
11/1/2016,2823.9835
11/2/2016,2845.581
11/3/2016,2827.3756
11/4/2016,2630.0495
11/5/2016,2442.3982
11/6/2016,2645.3093
11/7/2016,2379.5571
11/8/2016,2295.3914
11/9/2016,2209.7805
11/10/2016,2231.3312
11/11/2016,1999.6086
11/12/2016,1933.0724
11/13/2016,2375.0872
11/14/2016,2103.5913
11/15/2016,2131.6029
11/16/2016,2512.7577
11/17/2016,2666.149
11/18/2016,2738.2796
11/19/2016,2805.7354
11/20/2016,3082.509
11/21/2016,3244.826
11/22/2016,3168.8873
11/23/2016,3731.6592
11/24/2016,3788.2867
11/25/2016,3804.0896
11/26/2016,3588.3976
11/27/2016,3229.8961
11/28/2016,3397.9356
11/29/2016,3241.8717
11/30/2016,3317.0878
12/1/2016,3308.3459
12/2/2016,3354.6512
12/3/2016,3348.254
12/4/2016,3598.4315
12/5/2016,3695.5419
12/6/2016,3909.5189
12/7/2016,4014.7237
12/8/2016,4204.7246
12/9/2016,4131.3039
12/10/2016,3878.7188
12/11/2016,3933.3226
12/12/2016,3639.7546
12/13/2016,3567.3685
12/14/2016,3894.2694
12/15/2016,4060.8539
12/16/2016,4200.1328
12/17/2016,4182.7086
12/18/2016,4335.3442
12/19/2016,4322.93
12/20/2016,4302.3846
12/21/2016,4247.3474
12/22/2016,4204.5552
12/23/2016,4190.4442
12/24/2016,4110.3268
12/25/2016,4143.7818
12/26/2016,3992.7134
12/27/2016,4124.0294
12/28/2016,3965.1043
12/29/2016,3944.2632
12/30/2016,3889.2911
12/31/2016,4016.760864
1/1/2017,3447.2453
1/2/2017,3542.514221
1/3/2017,3614.414307
1/4/2017,3608.14386
1/5/2017,3610.848938
1/6/2017,3536.522156
1/7/2017,3317.983215
1/8/2017,3329.699341
1/9/2017,3316.564087
1/10/2017,3462.385315
1/11/2017,3672.817993
1/12/2017,3630.738525
1/13/2017,3755.305542
1/14/2017,3552.252075
1/15/2017,3743.874329
1/16/2017,3714.829773
1/17/2017,3719.936523
1/18/2017,3826.759644
1/19/2017,3883.096497
1/20/2017,3768.701172
1/21/2017,3768.816101
1/22/2017,3999.621765
1/23/2017,3873.62439
1/24/2017,3773.742554
1/25/2017,3810.709778
1/26/2017,3838.041748
1/27/2017,3950.082947
1/28/2017,4129.650574
1/29/2017,4263.651672
1/30/2017,4224.319153
1/31/2017,4359.314453
2/1/2017,4332.786377
2/2/2017,4296.849609
2/3/2017,4105.227051
2/4/2017,4035.81189
2/5/2017,3873.759705
2/6/2017,3536.749939
2/7/2017,3383.700256
2/8/2017,3541.900696
2/9/2017,3848.701904
2/10/2017,3952.543335
2/11/2017,4079.961121
2/12/2017,4179.469116
2/13/2017,4126.803162
2/14/2017,4186.979797
2/15/2017,4172.451843
2/16/2017,4277.248901
2/17/2017,4265.296326
2/18/2017,4113.314819
2/19/2017,4042.499878
2/20/2017,3732.706421
2/21/2017,3483.492249
2/22/2017,3420.95343
2/23/2017,3370.45459
2/24/2017,3196.412628
2/25/2017,2820.091949
2/26/2017,3386.023621
2/27/2017,3274.909698
2/28/2017,2882.535889
3/1/2017,2756.059906
3/2/2017,2716.66684
3/3/2017,2652.477539
3/4/2017,2820.405609
3/5/2017,2722.09201
3/6/2017,2710.017548
3/7/2017,2513.160309
3/8/2017,2560.507904
3/9/2017,2318.180603
3/10/2017,2240.629593
3/11/2017,2436.253235
3/12/2017,2290.956085
